geneID,gene_symbol,GSM6290462,GSM6290463,GSM6290464,GSM6290466,GSM6290467,GSM6290468
ENSG00000148339,SLC25A25,335,342,252,439,461,587
ENSG00000148341,SH3GLB2,3235,2591,2182,502,510,557
ENSG00000148343,MIGA2,1669,1730,1500,1187,1299,1294
ENSG00000148344,PTGES,17,13,3,14,16,33
ENSG00000148346,LCN2,0,0,0,0,0,0
ENSG00000148356,LRSAM1,800,718,579,202,258,468
ENSG00000148357,HMCN2,42,34,43,19,23,18
ENSG00000148358,GPR107,2792,2403,2106,3451,3580,5485
ENSG00000148362,PAXX,3536,3813,2969,1354,1470,1315
ENSG00000148377,IDI2,0,0,0,0,0,0
ENSG00000148384,INPP5E,2009,1982,1548,493,539,665
ENSG00000148386,LCN9,0,0,0,0,0,0
ENSG00000148396,SEC16A,16889,14970,11283,12098,16347,13167
ENSG00000148399,DPH7,1671,1649,1317,347,503,595
ENSG00000148400,NOTCH1,4073,3825,3342,5328,6616,9371
ENSG00000148408,CACNA1B,9,3,6,54,61,177
ENSG00000148411,NACC2,4948,5794,4367,427,632,686
ENSG00000148426,PROSER2,352,287,271,456,593,404
ENSG00000148429,USP6NL,686,545,603,1035,1078,880
ENSG00000148444,COMMD3,4127,2276,2713,1543,1545,1689
ENSG00000148450,MSRB2,1213,858,662,258,254,287
ENSG00000148459,PDSS1,612,673,457,9963,9933,9633
ENSG00000148468,FAM171A1,149,125,75,166,288,117
ENSG00000148481,MINDY3,1024,664,673,10542,10777,9940
ENSG00000148482,SLC39A12,0,0,0,1,0,2
ENSG00000148483,TMEM236,30,42,27,33,45,52
ENSG00000148484,RSU1,3428,3471,3345,1456,2214,2086
ENSG00000148488,ST8SIA6,15,14,12,15,36,27
ENSG00000148498,PARD3,720,724,652,622,669,865
ENSG00000148513,ANKRD30A,0,0,0,0,0,0
ENSG00000148516,ZEB1,1626,1367,1304,1978,2275,2400
ENSG00000148541,FAM13C,0,0,2,0,0,1
ENSG00000148572,NRBF2,1119,1043,986,2171,2476,2274
ENSG00000148584,A1CF,3,0,0,0,2,5
ENSG00000148600,CDHR1,64,25,54,17,9,31
ENSG00000148602,LRIT1,0,0,0,0,0,0
ENSG00000148604,RGR,4,8,4,5,12,5
ENSG00000148606,POLR3A,1716,1968,2069,1452,1738,1676
ENSG00000148634,HERC4,2461,2056,2180,2448,3297,3879
ENSG00000148655,LRMDA,726,558,534,750,1082,1053
ENSG00000148660,CAMK2G,1527,1222,1171,205,212,280
ENSG00000148671,ADIRF,2,6,2,4,3,1
ENSG00000148672,GLUD1,6648,5512,5153,2225,2886,2903
ENSG00000148677,ANKRD1,0,0,0,0,5,3
ENSG00000148680,HTR7,144,80,81,922,1084,1236
ENSG00000148688,RPP30,1247,1146,1063,693,727,765
ENSG00000148690,FRA10AC1,923,644,616,282,353,294
ENSG00000148700,ADD3,739,632,531,141,339,226
ENSG00000148702,HABP2,0,0,0,0,0,0
ENSG00000148704,VAX1,0,0,0,0,0,0
ENSG00000148719,DNAJB12,3123,2206,2335,3256,3745,3736
ENSG00000148730,EIF4EBP2,9291,9470,9780,3763,4770,4619
ENSG00000148734,NPFFR1,113,83,82,68,103,109
ENSG00000148735,PLEKHS1,12,2,1,0,0,5
ENSG00000148737,TCF7L2,348,170,166,1400,1755,1853
ENSG00000148773,MKI67,21322,18716,20681,2094,1972,4552
ENSG00000148795,CYP17A1,26,24,13,19,24,15
ENSG00000148798,INA,11,12,13,21,23,25
ENSG00000148803,FUOM,1204,1130,774,623,721,721
ENSG00000148814,LRRC27,726,280,350,30,65,63
ENSG00000148824,MTG1,1521,1456,1296,657,706,853
ENSG00000148826,NKX6-2,0,0,0,0,0,0
ENSG00000148832,PAOX,181,180,189,280,257,304
ENSG00000148834,GSTO1,2187,2034,1759,537,477,587
ENSG00000148835,TAF5,523,637,758,276,299,326
ENSG00000148840,PPRC1,3951,4859,2836,4355,4781,5226
ENSG00000148841,ITPRIP,1271,847,784,1676,1834,3619
ENSG00000148842,CNNM2,315,357,258,625,937,504
ENSG00000148843,PDCD11,3995,5342,3827,2369,2421,3069
ENSG00000148848,ADAM12,92,17,32,25,8,14
ENSG00000148908,RGS10,2394,1549,1366,1078,995,1350
ENSG00000148925,BTBD10,849,852,895,673,757,765
ENSG00000148926,ADM,4,9,18,95,71,83
ENSG00000148935,GAS2,12,5,0,1,0,4
ENSG00000148942,SLC5A12,5,1,10,12,7,8
ENSG00000148943,LIN7C,1412,1234,1073,1951,1988,1724
ENSG00000148948,LRRC4C,0,0,0,22,9,58
ENSG00000148950,IMMP1L,193,271,286,153,124,159
ENSG00000148965,SAA4,0,0,0,0,0,0
ENSG00000148985,PGAP2,1107,918,835,119,128,205
ENSG00000149016,TUT1,1731,1337,1114,410,519,769
ENSG00000149021,SCGB1A1,0,0,0,0,0,0
ENSG00000149043,SYT8,0,0,0,1,0,0
ENSG00000149050,ZNF214,35,11,9,1,6,0
ENSG00000149054,ZNF215,101,95,81,98,129,96
ENSG00000149084,HSD17B12,5653,3835,4846,3572,4761,4269
ENSG00000149089,APIP,846,721,634,367,439,471
ENSG00000149090,PAMR1,0,0,0,0,2,5
ENSG00000149091,DGKZ,15115,14869,13798,2573,2804,4029
ENSG00000149100,EIF3M,9132,6739,6702,4562,5587,4756
ENSG00000149115,TNKS1BP1,2099,1118,1436,3445,3118,3536
ENSG00000149124,GLYAT,0,0,0,0,0,0
ENSG00000149131,SERPING1,153,71,42,48,73,101
ENSG00000149133,OR5F1,0,0,0,0,0,0
ENSG00000149136,SSRP1,12179,13763,13116,4339,4683,4963
ENSG00000149150,SLC43A1,2474,1941,2075,368,562,331
ENSG00000149177,PTPRJ,4528,4019,3956,10581,12284,13007
ENSG00000149179,C11orf49,878,744,815,223,350,331
ENSG00000149182,ARFGAP2,6646,5851,5409,7109,8937,7782
ENSG00000149187,CELF1,5983,5633,4937,10928,14992,14407
ENSG00000149196,HIKESHI,1595,1441,1320,1220,1643,1576
ENSG00000149201,CCDC81,35,22,19,70,102,49
ENSG00000149212,SESN3,2374,5534,4124,1552,1454,1932
ENSG00000149218,ENDOD1,344,472,333,94,85,106
ENSG00000149231,CCDC82,1428,791,1027,2752,2758,3301
ENSG00000149243,KLHL35,262,219,202,34,65,29
ENSG00000149256,TENM4,11,5,3,6,54,44
ENSG00000149257,SERPINH1,3054,4223,4193,5954,6419,5630
ENSG00000149260,CAPN5,97,100,80,16,31,28
ENSG00000149262,INTS4,1600,994,1134,557,658,618
ENSG00000149269,PAK1,3000,3508,2841,3536,3666,3455
ENSG00000149273,RPS3,68386,53383,58027,10269,14597,17599
ENSG00000149289,ZC3H12C,933,505,593,26299,27506,32363
ENSG00000149292,TTC12,132,117,110,21,36,66
ENSG00000149294,NCAM1,5360,3725,3774,2362,2411,3024
ENSG00000149295,DRD2,0,0,0,0,0,0
ENSG00000149300,C11orf52,45,12,20,2,5,7
ENSG00000149305,HTR3B,10,11,4,8,11,17
ENSG00000149308,NPAT,1400,1175,1237,849,1063,1015
ENSG00000149311,ATM,5162,3828,3509,896,803,1042
ENSG00000149313,AASDHPPT,1978,1784,1769,785,1196,1292
ENSG00000149328,GLB1L2,32,31,18,20,45,11
ENSG00000149346,SLX4IP,329,241,221,77,99,121
ENSG00000149357,LAMTOR1,2843,2874,2732,775,974,1011
ENSG00000149380,P4HA3,9,12,6,26,27,38
ENSG00000149403,GRIK4,0,0,3,35,28,55
ENSG00000149418,ST14,5895,6031,4974,863,891,1143
ENSG00000149435,GGTLC1,1,0,0,0,0,0
ENSG00000149451,ADAM33,7,7,3,0,4,3
ENSG00000149452,SLC22A8,0,0,0,0,0,0
ENSG00000149474,KAT14,546,577,534,47,15,67
ENSG00000149476,TKFC,1362,767,966,217,409,376
ENSG00000149480,MTA2,8879,8535,7376,5017,5376,5056
ENSG00000149483,TMEM138,1732,1810,1348,1313,1893,2640
ENSG00000149485,FADS1,8255,6218,9772,4653,6157,4050
ENSG00000149488,TMC2,21,8,7,23,43,45
ENSG00000149489,ROM1,90,86,85,45,57,64
ENSG00000149499,EML3,3745,3675,2587,1562,2145,2081
ENSG00000149503,INCENP,3172,2622,3781,513,549,632
ENSG00000149506,ZP1,0,0,0,0,0,0
ENSG00000149507,OOSP2,0,0,0,0,0,0
ENSG00000149516,MS4A3,2135,4248,3697,1085,1379,875
ENSG00000149527,PLCH2,8,0,0,1,0,0
ENSG00000149532,CPSF7,7037,5856,5774,5051,6058,6474
ENSG00000149534,MS4A2,54,127,64,14,24,36
ENSG00000149541,B3GAT3,2581,2203,1719,684,673,651
ENSG00000149547,EI24,6932,8255,7184,6593,8063,10242
ENSG00000149548,CCDC15,436,324,458,45,39,44
ENSG00000149554,CHEK1,2192,2502,2495,789,867,993
ENSG00000149557,FEZ1,427,273,238,5351,5987,9484
ENSG00000149564,ESAM,87,47,16,23,11,17
ENSG00000149571,KIRREL3,27,16,11,26,40,15
ENSG00000149573,MPZL2,1,2,0,7,0,1
ENSG00000149575,SCN2B,7,9,6,4,9,18
ENSG00000149577,SIDT2,1630,1225,1221,843,1050,1046
ENSG00000149582,TMEM25,24,14,9,8,16,4
ENSG00000149591,TAGLN,368,229,156,180,290,296
ENSG00000149596,JPH2,9,14,12,5,2,7
ENSG00000149599,DUSP15,17,5,3,6,7,13
ENSG00000149600,COMMD7,1901,1663,1339,1116,1342,1243
ENSG00000149609,C20orf144,17,8,18,6,10,35
ENSG00000149633,KIAA1755,5,9,4,0,10,1
ENSG00000149634,SPATA25,49,28,28,3,1,13
ENSG00000149635,OCSTAMP,3,2,1,0,8,5
ENSG00000149636,DSN1,1892,1830,2080,169,136,334
ENSG00000149639,SOGA1,5761,5854,5524,1780,2001,2070
ENSG00000149646,CNBD2,126,73,65,17,25,39
ENSG00000149651,SPINT4,0,0,0,0,0,0
ENSG00000149654,CDH22,1,1,1,21,17,6
ENSG00000149657,LSM14B,2128,2281,2175,1075,1108,1114
ENSG00000149658,YTHDF1,3434,3401,2569,3639,3892,3594
ENSG00000149679,CABLES2,1277,1229,1327,289,395,393
ENSG00000149716,LTO1,802,791,700,906,1370,1321
ENSG00000149735,GPHA2,7,0,0,0,0,0
ENSG00000149742,SLC22A9,10,3,13,9,19,17
ENSG00000149743,TRPT1,964,972,652,155,160,181
ENSG00000149761,NUDT22,1673,1603,1304,285,361,432
ENSG00000149781,FERMT3,9988,5874,6032,2512,2671,6330
ENSG00000149782,PLCB3,3300,3691,2806,1435,1087,2207
ENSG00000149792,MRPL49,2020,2148,1899,1567,1826,1773
ENSG00000149798,CDC42EP2,94,70,81,331,333,563
ENSG00000149806,FAU,14993,13529,12415,10626,10843,11131
ENSG00000149809,TM7SF2,792,539,658,389,499,358
ENSG00000149823,VPS51,2689,1805,1718,965,1211,990
ENSG00000149922,TBX6,155,90,107,19,18,21
ENSG00000149923,PPP4C,4517,3895,3875,3961,3920,3814
ENSG00000149925,ALDOA,54387,50828,49576,27167,30804,32732
ENSG00000149926,TLCD3B,447,190,269,78,59,65
ENSG00000149927,DOC2A,519,635,429,99,89,150
ENSG00000149929,HIRIP3,2220,1664,1882,391,382,468
ENSG00000149930,TAOK2,5009,5093,4320,3158,3203,3955
ENSG00000149932,TMEM219,4611,3020,3132,918,1019,1100
ENSG00000149948,HMGA2,109,87,64,65,53,69
ENSG00000149968,MMP3,0,0,0,0,0,0
ENSG00000149970,CNKSR2,218,118,208,20,58,30
ENSG00000149972,CNTN5,124,89,129,119,143,82
ENSG00000150045,KLRF1,33,18,29,12,0,4
ENSG00000150048,CLEC1A,15,13,10,10,3,4
ENSG00000150051,MKX,0,0,0,0,2,3
ENSG00000150054,MPP7,76,76,60,21,44,41
ENSG00000150093,ITGB1,7171,5789,7157,4736,5494,6429
ENSG00000150201,FXYD4,5,0,0,0,0,0
ENSG00000150244,TRIM48,0,0,0,0,0,0
ENSG00000150261,OR8K1,0,0,0,0,0,0
ENSG00000150269,OR5M9,0,0,0,0,0,0
ENSG00000150275,PCDH15,0,0,0,0,0,3
ENSG00000150276,PPIAP26,0,0,0,0,0,0
ENSG00000150281,CTF1,34,22,20,5,8,7
ENSG00000150316,CWC15,1752,1764,1632,1223,1310,1297
ENSG00000150337,FCGR1A,7471,5323,4834,3841,5179,4300
ENSG00000150347,ARID5B,157,157,181,3426,4546,3137
ENSG00000150361,KLHL1,4,7,2,2,0,0
ENSG00000150394,CDH8,34,17,15,29,33,11
ENSG00000150401,DCUN1D2,913,781,603,562,646,764
ENSG00000150403,TMCO3,1610,1385,1453,532,673,710
ENSG00000150433,TMEM218,996,1101,990,495,506,377
ENSG00000150455,TIRAP,795,709,564,217,334,503
ENSG00000150456,EEF1AKMT1,293,395,327,51,62,79
ENSG00000150457,LATS2,764,650,587,1814,1919,2249
ENSG00000150459,SAP18,5690,4653,4272,4981,5690,4488
ENSG00000150471,ADGRL3,5288,3473,4283,3101,4122,5360
ENSG00000150477,KIAA1328,917,561,635,615,817,853
ENSG00000150510,FAM124A,116,114,98,34,29,53
ENSG00000150527,MIA2,1363,1058,1141,735,882,902
ENSG00000150540,HNMT,1813,1368,1603,980,1184,1679
ENSG00000150551,LYPD1,0,0,1,0,1,0
ENSG00000150556,LYPD6B,4,7,12,2,1,11
ENSG00000150593,PDCD4,5616,3709,5321,1484,1974,1802
ENSG00000150594,ADRA2A,456,44,57,38,37,68
ENSG00000150625,GPM6A,23,14,7,7,21,13
ENSG00000150627,WDR17,32,22,12,48,81,19
ENSG00000150628,SPATA4,1,0,1,4,4,4
ENSG00000150630,VEGFC,36,14,17,929,899,477
ENSG00000150636,CCDC102B,44,36,60,9,9,7
ENSG00000150637,CD226,108,51,47,35,35,113
ENSG00000150656,CNDP1,36,67,36,58,58,39
ENSG00000150667,FSIP1,9,8,13,27,15,57
ENSG00000150672,DLG2,37,14,27,16,45,30
ENSG00000150676,CCDC83,0,3,2,4,3,11
ENSG00000150681,RGS18,516,758,789,42,48,59
ENSG00000150687,PRSS23,69,32,48,11,24,25
ENSG00000150712,MTMR12,1705,1325,1400,652,831,824
ENSG00000150722,PPP1R1C,28,16,30,13,13,8
ENSG00000150750,C11orf53,0,0,0,0,0,0
ENSG00000150753,CCT5,14663,18023,18452,10039,11414,11596
ENSG00000150756,ATPSCKMT,556,700,742,173,260,279
ENSG00000150760,DOCK1,0,0,0,0,0,0
ENSG00000150764,DIXDC1,218,351,319,2313,1798,4986
ENSG00000150768,DLAT,1922,2371,2384,582,755,838
ENSG00000150773,PIH1D2,24,16,22,21,12,25
ENSG00000150776,NKAPD1,1546,1394,1664,1323,1583,1426
ENSG00000150779,TIMM8B,1010,1310,1173,616,656,661
ENSG00000150782,IL18,859,390,494,459,370,956
ENSG00000150783,TEX12,6,1,1,2,1,7
ENSG00000150787,PTS,344,317,299,821,885,762
ENSG00000150867,PIP4K2A,2216,2099,1913,1977,2518,2520
ENSG00000150873,C2orf50,27,15,17,29,36,55
ENSG00000150893,FREM2,40,21,14,19,23,26
ENSG00000150907,FOXO1,607,282,208,591,600,573
ENSG00000150938,CRIM1,62,54,46,16870,21186,18402
ENSG00000150961,SEC24D,3784,3268,4111,1258,1176,1747
ENSG00000150967,ABCB9,301,454,295,79,107,94
ENSG00000150977,RILPL2,5019,4023,3697,7496,8051,9021
ENSG00000150990,DHX37,2203,2826,2100,2458,2630,2498
ENSG00000150991,UBC,59090,43916,39050,157021,159070,166924
ENSG00000150995,ITPR1,8337,7812,6054,1171,1879,2153
ENSG00000151005,TKTL2,2,0,0,0,0,0
ENSG00000151006,PRSS53,402,298,297,8,50,81
ENSG00000151012,SLC7A11,4887,1772,4168,873,793,5315
ENSG00000151014,NOCT,772,921,863,2038,1756,1982
ENSG00000151023,ENKUR,1,2,7,2,12,16
ENSG00000151025,GPR158,75,93,54,78,36,235
ENSG00000151033,LYZL2,0,0,0,0,0,0
ENSG00000151062,CACNA2D4,2688,807,839,489,787,925
ENSG00000151065,DCP1B,239,180,193,31,50,121
ENSG00000151067,CACNA1C,1,0,1,0,0,4
ENSG00000151079,KCNA6,0,0,0,0,0,0
ENSG00000151090,THRB,0,0,0,1,0,1
ENSG00000151092,NGLY1,1939,1815,1850,848,940,855
ENSG00000151093,OXSM,449,431,340,38,75,119
ENSG00000151116,UEVLD,565,729,560,1244,1507,1875
ENSG00000151117,TMEM86A,89,66,57,137,266,124
ENSG00000151131,C12orf45,979,970,809,885,713,811
ENSG00000151135,TMEM263,325,304,370,318,210,268
ENSG00000151136,BTBD11,20,10,11,17,27,110
ENSG00000151148,UBE3B,2615,2244,2337,1279,1471,1988
ENSG00000151150,ANK3,131,71,101,130,183,140
ENSG00000151151,IPMK,744,555,633,1210,1144,1446
ENSG00000151164,RAD9B,189,186,161,65,91,110
ENSG00000151176,PLBD2,1814,1554,1145,835,971,1318
ENSG00000151208,DLG5,1570,1283,1292,920,1070,1203
ENSG00000151224,MAT1A,1,0,0,3,0,0
ENSG00000151229,SLC2A13,642,627,677,530,661,506
ENSG00000151233,GXYLT1,978,945,1037,960,1017,946
ENSG00000151239,TWF1,1114,1053,1090,1558,1745,1745
ENSG00000151240,DIP2C,62,3,9,2,3,1
ENSG00000151247,EIF4E,3418,3437,3181,3599,3953,3323
ENSG00000151287,TEX30,5099,2944,3040,2101,2275,2316
ENSG00000151292,CSNK1G3,1538,1203,1455,8080,10330,10046
ENSG00000151304,SRFBP1,540,742,577,1751,1825,1892
ENSG00000151320,AKAP6,25,24,22,34,36,47
ENSG00000151322,NPAS3,3,7,7,5,14,4
ENSG00000151327,FAM177A1,698,519,537,996,1057,1133
ENSG00000151332,MBIP,403,303,300,324,427,385
ENSG00000151338,MIPOL1,920,588,577,766,774,968
ENSG00000151348,EXT2,1994,1650,1757,1391,1727,1730
ENSG00000151353,TMEM18,1243,836,868,531,774,728
ENSG00000151360,ALLC,0,0,0,0,0,0
ENSG00000151364,KCTD14,11,19,19,2,2,2
ENSG00000151365,THRSP,0,0,0,0,0,0
ENSG00000151366,NDUFC2,2238,2673,2170,1094,1239,1199
ENSG00000151376,ME3,731,625,596,447,312,369
ENSG00000151379,MSGN1,1,0,0,0,0,0
ENSG00000151388,ADAMTS12,4,2,2,1,0,4
ENSG00000151413,NUBPL,287,268,306,176,188,205
ENSG00000151414,NEK7,2119,1605,1943,3160,3761,3155
ENSG00000151418,ATP6V1G3,0,0,0,0,0,1
ENSG00000151422,FER,369,364,511,540,508,1016
ENSG00000151445,VIPAS39,1123,1046,1017,579,701,975
ENSG00000151458,ANKRD50,1349,1488,1546,2597,2643,1964
ENSG00000151461,UPF2,2785,3216,3114,2877,3119,3070
ENSG00000151465,CDC123,4328,4310,4200,2136,2746,2679
ENSG00000151466,SCLT1,1289,1106,1074,1397,1314,1419
ENSG00000151468,CCDC3,6,5,4,4,3,8
ENSG00000151470,C4orf33,544,409,488,385,352,430
ENSG00000151474,FRMD4A,190,177,187,52,95,111
ENSG00000151475,SLC25A31,0,0,0,0,0,0
ENSG00000151490,PTPRO,507,501,467,424,363,264
ENSG00000151491,EPS8,265,172,180,498,691,619
ENSG00000151498,ACAD8,1600,1308,1098,265,375,406
ENSG00000151500,THYN1,1285,1178,1087,139,146,96
ENSG00000151502,VPS26B,3513,3243,2940,614,754,792
ENSG00000151503,NCAPD3,7618,7658,9237,2741,3184,3694
ENSG00000151532,VTI1A,991,1092,1121,965,1052,1298
ENSG00000151552,QDPR,817,1013,817,303,349,357
ENSG00000151553,FAM160B1,606,480,439,592,709,615
ENSG00000151572,ANO4,0,0,1,0,0,4
ENSG00000151575,TEX9,53,60,55,50,52,54
ENSG00000151576,QTRT2,1902,2149,1760,1145,999,1223
ENSG00000151577,DRD3,0,0,0,0,0,0
ENSG00000151611,MMAA,139,171,162,47,107,119
ENSG00000151612,ZNF827,32,9,5,70,75,60
ENSG00000151615,POU4F2,28,61,56,4,6,7
ENSG00000151617,EDNRA,0,0,0,0,0,2
ENSG00000151623,NR3C2,1,1,0,0,5,0
ENSG00000151632,AKR1C2,771,894,481,260,274,245
ENSG00000151640,DPYSL4,16,11,18,10,7,10
ENSG00000151650,VENTX,161,54,62,45,61,89
ENSG00000151651,ADAM8,202,160,136,138,158,296
ENSG00000151655,ITIH2,0,0,0,0,0,0
ENSG00000151657,KIN,870,838,744,1300,1157,1315
ENSG00000151665,PIGF,513,516,556,155,202,292
ENSG00000151687,ANKAR,175,63,140,13,75,73
ENSG00000151689,INPP1,694,543,593,969,851,1023
ENSG00000151690,MFSD6,383,170,303,186,287,325
ENSG00000151692,RNF144A,964,551,823,81,98,113
ENSG00000151693,ASAP2,1373,1041,1220,1174,1225,1282
ENSG00000151694,ADAM17,2479,2025,2105,12261,13523,12488
ENSG00000151702,FLI1,6457,4910,6066,3203,4064,4933
ENSG00000151704,KCNJ1,34,12,10,1,1,7
ENSG00000151715,TMEM45B,13,10,11,14,16,32
ENSG00000151718,WWC2,1382,887,969,4357,4039,4145
ENSG00000151725,CENPU,2557,1888,2132,606,599,714
ENSG00000151726,ACSL1,2473,1600,1202,56683,70179,103395
ENSG00000151729,SLC25A4,331,285,223,56,81,73
ENSG00000151743,AMN1,195,140,154,99,145,155
ENSG00000151746,BICD1,305,286,298,39,31,60
ENSG00000151748,SAV1,820,828,725,3008,2958,2359
ENSG00000151773,CCDC122,222,176,203,149,184,267
ENSG00000151778,SERP2,0,0,0,0,0,0
ENSG00000151779,NBAS,2415,2389,1899,1345,1621,1712
ENSG00000151789,ZNF385D,3,34,7,85,108,203
ENSG00000151790,TDO2,18,4,4,7,19,16
ENSG00000151806,GUF1,1811,1990,1900,1462,1552,1790
ENSG00000151812,SLC35F4,3,0,0,8,1,0
ENSG00000151834,GABRA2,13,11,8,3,9,7
ENSG00000151835,SACS,2117,2174,1829,622,441,683
ENSG00000151838,CCDC175,0,0,0,0,0,0
ENSG00000151846,PABPC3,3,5,3,0,2,8
ENSG00000151849,CENPJ,3114,2783,2357,552,831,766
ENSG00000151876,FBXO4,1170,721,806,156,163,193
ENSG00000151881,TMEM267,874,442,505,189,277,337
ENSG00000151882,CCL28,650,402,369,60,93,94
ENSG00000151883,PARP8,8730,7793,8577,6369,6301,6046
ENSG00000151892,GFRA1,2,0,0,0,1,0
ENSG00000151893,CACUL1,1905,1303,1761,3667,4992,3375
ENSG00000151914,DST,2603,2072,2005,3081,3790,2948
ENSG00000151917,BEND6,119,63,94,36,32,50
ENSG00000151923,TIAL1,6643,5394,5200,3337,3970,3924
ENSG00000151929,BAG3,1386,1399,1218,14880,12737,13021
ENSG00000151948,GLT1D1,26,37,10,3,7,5
ENSG00000151952,TMEM132D,0,0,0,0,0,0
ENSG00000151962,RBM46,0,0,0,0,0,0
ENSG00000151963,ZNF37CP,1,2,0,0,0,0
ENSG00000151967,SCHIP1,29,19,45,17,27,15
ENSG00000152034,MCHR2,3,3,2,1,2,1
ENSG00000152049,KCNE4,93,118,63,70,87,87
ENSG00000152056,AP1S3,2326,1621,2060,1392,1468,1352
ENSG00000152061,RABGAP1L,1705,1048,1294,3000,3245,2167
ENSG00000152076,CCDC74B,36,19,15,2,6,0
ENSG00000152078,TLCD4,250,167,157,81,59,64
ENSG00000152082,MZT2B,2963,2806,2420,834,868,989
ENSG00000152086,TUBA3E,0,0,0,0,0,0
ENSG00000152092,ASTN1,0,0,0,0,0,0
ENSG00000152093,CFC1B,0,0,0,0,0,0
ENSG00000152102,FAM168B,5663,6207,5536,5106,6203,6605
ENSG00000152104,PTPN14,346,178,285,313,451,919
ENSG00000152117,SMPD4BP,797,677,483,1714,2092,2030
ENSG00000152127,MGAT5,1905,2500,2297,1857,1693,2225
ENSG00000152128,TMEM163,15,5,3,10,7,13
ENSG00000152133,GPATCH11,1263,1441,1746,896,878,806
ENSG00000152137,HSPB8,0,0,0,0,0,0
ENSG00000152147,GEMIN6,624,891,585,110,112,202
ENSG00000152154,TMEM178A,18,1,6,6,3,2
ENSG00000152192,POU4F1,86,94,69,20,11,12
ENSG00000152193,OBI1,1636,1650,1683,1810,1782,1929
ENSG00000152207,CYSLTR2,0,0,4,2,5,15
ENSG00000152208,GRID2,1,0,0,1,0,0
ENSG00000152213,ARL11,1155,1164,1052,383,432,325
ENSG00000152214,RIT2,0,0,0,0,0,0
ENSG00000152217,SETBP1,67,80,45,41,86,125
ENSG00000152219,ARL14EP,753,881,632,1267,1358,1490
ENSG00000152223,EPG5,1960,1329,1224,3227,5265,4075
ENSG00000152229,PSTPIP2,1062,710,549,10437,14069,14428
ENSG00000152234,ATP5F1A,20898,21884,21544,7329,8646,8655
ENSG00000152240,HAUS1,1399,1095,1306,265,277,290
ENSG00000152242,C18orf25,1635,1508,1325,2983,3529,3215
ENSG00000152253,SPC25,531,575,423,62,18,72
ENSG00000152254,G6PC2,0,0,0,0,0,0
ENSG00000152256,PDK1,775,494,477,679,906,1294
ENSG00000152266,PTH,0,0,0,0,0,0
ENSG00000152270,PDE3B,4257,3861,4672,3161,4343,4888
ENSG00000152284,TCF7L1,332,170,176,151,149,192
ENSG00000152291,TGOLN2,14129,11269,12644,9249,10990,13819
ENSG00000152292,SH2D6,24,14,18,9,11,21
ENSG00000152315,KCNK13,5,26,4,4,5,10
ENSG00000152332,UHMK1,7530,7608,7462,9176,8901,9651
ENSG00000152348,ATG10,407,407,372,212,233,266
ENSG00000152359,POC5,1205,982,1239,496,572,659
ENSG00000152377,SPOCK1,89,56,32,21,22,64
ENSG00000152380,FAM151B,158,136,143,1860,1732,1015
ENSG00000152382,TADA1,917,888,792,248,249,191
ENSG00000152402,GUCY1A2,12,11,16,57,65,185
ENSG00000152404,CWF19L2,440,424,596,690,967,994
ENSG00000152409,JMY,778,475,597,358,643,621
ENSG00000152413,HOMER1,140,151,189,737,806,992
ENSG00000152422,XRCC4,813,676,821,317,330,370
ENSG00000152430,BOLL,5,1,5,1,2,4
ENSG00000152433,ZNF547,153,161,180,92,135,141
ENSG00000152439,ZNF773,1004,460,681,675,624,693
ENSG00000152443,ZNF776,1679,959,894,1974,2261,2433
ENSG00000152454,ZNF256,248,220,206,162,153,150
ENSG00000152455,SUV39H2,740,813,758,583,526,630
ENSG00000152457,DCLRE1C,1300,1310,1354,486,550,639
ENSG00000152463,OLAH,34,17,19,12,37,23
ENSG00000152464,RPP38,686,666,481,436,522,555
ENSG00000152465,NMT2,595,448,439,355,388,415
ENSG00000152467,ZSCAN1,0,0,0,0,0,0
ENSG00000152475,ZNF837,38,34,40,4,10,10
ENSG00000152484,USP12,1911,1815,1838,25427,24182,27071
ENSG00000152492,CCDC50,1517,977,1132,7108,7220,6138
ENSG00000152495,CAMK4,76,20,22,16,107,123
ENSG00000152503,TRIM36,585,539,568,8498,8432,8979
ENSG00000152518,ZFP36L2,18029,16504,13523,4180,4408,5400
ENSG00000152520,PAN3,4366,2482,2854,5131,6320,6503
ENSG00000152527,PLEKHH2,234,82,78,111,99,142
ENSG00000152556,PFKM,250,146,136,206,341,284
ENSG00000152558,TMEM123,9143,6741,7492,18090,15270,27296
ENSG00000152578,GRIA4,1,0,0,5,1,5
ENSG00000152580,IGSF10,48,18,32,4,4,0
ENSG00000152582,SPEF2,2013,1228,1429,444,470,710
ENSG00000152583,SPARCL1,3,1,1,1,0,2
ENSG00000152591,DSPP,0,0,0,0,0,0
ENSG00000152592,DMP1,0,2,1,1,3,0
ENSG00000152595,MEPE,0,0,0,0,0,0
ENSG00000152601,MBNL1,19589,14358,16844,17145,21787,28504
ENSG00000152611,CAPSL,4,0,0,10,6,11
ENSG00000152620,NADK2,1626,1708,1794,525,442,463
ENSG00000152642,GPD1L,937,1084,947,120,147,103
ENSG00000152661,GJA1,0,0,0,3,0,2
ENSG00000152669,CCNO,225,139,117,11,17,27
ENSG00000152670,DDX4,7,1,5,2,6,0
ENSG00000152672,CLEC4F,4,1,2,10,11,10
